,net
8764,"(4, 3, 3, 3, 1, 3)"
8765,"(2, 3, 2, 1, 0, 0)"
8768,"(1, 1, 3, 1, 1, 1)"
8769,"(3, 2, 2, 1, 4, 0)"
8771,"(2, 4, 2, 0, 3, 4)"
8772,"(4, 3, 4, 2, 4, 4)"
8773,"(4, 3, 2, 2, 2, 3)"
8774,"(2, 2, 3, 3, 2, 3)"
8775,"(2, 4, 3, 1, 0, 3)"
8776,"(3, 0, 2, 3, 1, 2)"
8778,"(0, 3, 1, 2, 0, 3)"
8783,"(4, 0, 0, 1, 4, 3)"
8784,"(4, 4, 4, 3, 4, 0)"
8785,"(0, 4, 3, 3, 2, 0)"
8786,"(2, 3, 1, 4, 3, 4)"
8796,"(4, 3, 0, 2, 0, 0)"
8797,"(3, 1, 4, 3, 0, 4)"
8801,"(2, 3, 2, 2, 1, 3)"
8803,"(2, 4, 3, 4, 0, 4)"
8804,"(3, 2, 4, 0, 3, 3)"
8808,"(4, 1, 2, 2, 2, 2)"
8809,"(0, 1, 2, 1, 2, 1)"
8813,"(4, 2, 1, 4, 2, 3)"
8820,"(2, 0, 4, 2, 0, 3)"
8821,"(4, 3, 3, 0, 4, 3)"
8830,"(4, 2, 1, 0, 4, 0)"
8831,"(4, 3, 0, 3, 1, 3)"
8834,"(3, 4, 2, 1, 2, 4)"
8837,"(2, 0, 3, 4, 0, 0)"
8839,"(2, 1, 0, 4, 3, 0)"
8845,"(4, 3, 3, 3, 4, 4)"
8849,"(3, 2, 0, 1, 4, 0)"
8850,"(2, 3, 4, 0, 2, 2)"
8851,"(3, 2, 0, 2, 4, 4)"
8852,"(4, 1, 4, 4, 1, 2)"
8855,"(3, 3, 4, 4, 2, 3)"
8856,"(3, 3, 1, 2, 3, 4)"
8868,"(4, 3, 3, 2, 1, 2)"
8871,"(3, 0, 4, 4, 4, 4)"
8872,"(4, 4, 3, 4, 0, 2)"
8873,"(2, 0, 2, 3, 4, 3)"
8874,"(2, 0, 0, 3, 2, 2)"
8875,"(2, 4, 0, 4, 0, 4)"
8876,"(2, 3, 4, 3, 2, 3)"
8877,"(3, 1, 3, 3, 1, 2)"
8880,"(3, 4, 4, 3, 1, 4)"
8881,"(4, 2, 4, 4, 0, 2)"
8882,"(3, 2, 1, 3, 2, 0)"
8884,"(4, 3, 2, 1, 2, 2)"
8885,"(0, 2, 2, 4, 1, 0)"
8891,"(4, 1, 3, 4, 2, 3)"
8892,"(4, 0, 0, 0, 4, 2)"
8895,"(3, 4, 0, 2, 1, 4)"
8897,"(2, 3, 1, 3, 3, 3)"
8901,"(4, 3, 4, 4, 3, 4)"
8907,"(2, 2, 0, 3, 4, 0)"
8908,"(4, 4, 1, 0, 1, 2)"
8911,"(2, 0, 4, 2, 3, 4)"
8914,"(2, 4, 3, 3, 0, 3)"
8915,"(4, 1, 3, 0, 4, 0)"
8916,"(2, 0, 4, 1, 4, 0)"
8917,"(3, 2, 0, 0, 2, 0)"
8918,"(0, 1, 2, 0, 2, 0)"
8922,"(4, 0, 0, 3, 4, 3)"
8924,"(4, 3, 4, 3, 0, 2)"
8926,"(2, 0, 1, 1, 4, 2)"
8928,"(4, 3, 2, 0, 3, 0)"
8931,"(3, 3, 1, 0, 2, 0)"
8935,"(3, 0, 4, 3, 1, 4)"
8936,"(4, 2, 4, 3, 2, 0)"
8942,"(4, 0, 3, 3, 3, 2)"
8949,"(3, 4, 2, 0, 2, 3)"
8950,"(3, 4, 0, 1, 3, 2)"
8953,"(4, 0, 2, 2, 4, 2)"
8954,"(3, 2, 3, 3, 2, 4)"
8955,"(2, 0, 1, 4, 4, 3)"
8956,"(3, 2, 0, 1, 3, 3)"
8961,"(2, 0, 4, 4, 0, 3)"
8962,"(0, 4, 2, 2, 2, 4)"
8963,"(4, 2, 1, 2, 3, 0)"
8964,"(2, 3, 0, 0, 4, 4)"
8965,"(0, 1, 3, 2, 0, 4)"
8970,"(3, 3, 1, 1, 3, 3)"
8975,"(0, 4, 3, 2, 4, 0)"
8983,"(4, 3, 4, 2, 2, 0)"
8991,"(2, 0, 4, 0, 2, 0)"
8992,"(3, 4, 4, 2, 0, 3)"
8994,"(3, 2, 2, 2, 3, 2)"
8999,"(0, 3, 1, 4, 3, 0)"
9001,"(2, 2, 4, 4, 2, 3)"
9004,"(4, 3, 1, 3, 0, 2)"
9009,"(2, 2, 1, 0, 4, 2)"
9010,"(3, 2, 0, 3, 0, 2)"
9013,"(2, 3, 1, 2, 3, 2)"
9015,"(2, 4, 4, 3, 4, 0)"
9019,"(4, 3, 2, 3, 1, 2)"
9026,"(3, 4, 3, 4, 1, 4)"
9028,"(0, 4, 1, 4, 2, 4)"
9029,"(4, 0, 1, 3, 4, 2)"
9031,"(3, 0, 0, 3, 3, 2)"
9034,"(0, 2, 4, 2, 0, 2)"
9035,"(3, 4, 0, 4, 1, 4)"
9040,"(4, 1, 3, 3, 2, 4)"
9041,"(4, 1, 4, 3, 3, 2)"
9043,"(3, 3, 2, 0, 1, 3)"
9044,"(3, 1, 2, 3, 1, 4)"
9045,"(3, 0, 4, 2, 1, 3)"
9046,"(3, 3, 4, 3, 4, 3)"
9048,"(0, 0, 1, 0, 2, 4)"
9049,"(0, 2, 3, 4, 3, 4)"
9052,"(3, 3, 1, 3, 0, 4)"
9062,"(4, 1, 0, 2, 4, 2)"
9064,"(2, 0, 1, 3, 4, 2)"
9066,"(4, 3, 2, 2, 3, 0)"
9071,"(3, 3, 2, 3, 2, 0)"
9073,"(2, 1, 0, 0, 2, 4)"
9075,"(3, 2, 1, 2, 4, 0)"
9079,"(2, 2, 0, 2, 0, 3)"
9082,"(3, 4, 2, 2, 1, 3)"
9085,"(3, 1, 3, 0, 4, 4)"
9086,"(3, 3, 2, 1, 3, 2)"
9090,"(1, 4, 2, 1, 1, 0)"
9091,"(2, 2, 2, 4, 3, 3)"
9093,"(3, 0, 1, 4, 2, 2)"
9095,"(4, 0, 4, 0, 2, 4)"
9099,"(0, 0, 2, 0, 3, 2)"
9100,"(4, 0, 2, 4, 4, 2)"
9101,"(2, 2, 1, 2, 1, 3)"
9105,"(3, 1, 3, 4, 0, 4)"
9106,"(2, 3, 2, 0, 3, 2)"
9107,"(2, 3, 3, 3, 3, 0)"
9109,"(4, 3, 1, 4, 2, 4)"
9111,"(3, 0, 2, 3, 0, 3)"
9114,"(3, 1, 0, 0, 2, 3)"
9118,"(3, 3, 2, 4, 3, 3)"
9119,"(3, 4, 3, 0, 1, 2)"
9124,"(2, 4, 1, 1, 4, 4)"
9125,"(4, 4, 1, 0, 2, 3)"
9126,"(2, 0, 2, 4, 3, 2)"
9132,"(3, 4, 4, 4, 0, 3)"
9135,"(4, 1, 2, 3, 4, 2)"
9136,"(4, 2, 0, 1, 4, 0)"
9140,"(3, 4, 3, 3, 1, 3)"
9144,"(1, 1, 4, 1, 1, 1)"
9149,"(2, 1, 0, 2, 4, 3)"
9150,"(3, 4, 4, 0, 2, 0)"
9151,"(2, 2, 4, 2, 3, 0)"
9152,"(4, 1, 3, 2, 2, 3)"
9157,"(3, 3, 4, 2, 4, 2)"
9159,"(3, 3, 0, 3, 3, 0)"
9164,"(2, 4, 1, 3, 1, 3)"
9165,"(0, 2, 3, 3, 3, 3)"
9166,"(0, 2, 1, 4, 4, 2)"
9168,"(4, 1, 0, 1, 3, 1)"
9169,"(3, 3, 1, 2, 0, 3)"
9171,"(0, 2, 4, 4, 0, 2)"
9174,"(3, 3, 1, 1, 4, 4)"
9176,"(3, 2, 1, 2, 3, 3)"
9179,"(2, 2, 1, 2, 4, 4)"
9180,"(3, 0, 0, 2, 3, 3)"
9182,"(4, 2, 2, 3, 3, 0)"
9183,"(3, 0, 4, 4, 1, 3)"
9184,"(4, 1, 1, 1, 4, 1)"
9189,"(3, 2, 2, 2, 4, 3)"
9190,"(4, 1, 0, 4, 3, 2)"
9191,"(2, 4, 0, 3, 1, 4)"
9192,"(2, 2, 2, 3, 3, 2)"
9193,"(3, 3, 0, 4, 4, 3)"
9198,"(0, 2, 0, 2, 1, 4)"
9199,"(4, 3, 1, 3, 1, 3)"
9203,"(4, 4, 4, 4, 4, 3)"
9204,"(3, 1, 3, 3, 0, 3)"
9205,"(3, 3, 3, 0, 0, 2)"
9207,"(2, 0, 0, 4, 4, 2)"
9210,"(3, 2, 1, 4, 4, 0)"
9211,"(2, 1, 3, 3, 1, 4)"
9212,"(3, 2, 3, 1, 2, 4)"
9213,"(0, 3, 4, 3, 0, 2)"
9215,"(3, 4, 2, 4, 1, 3)"
9216,"(4, 1, 0, 3, 0, 0)"
9217,"(4, 0, 4, 2, 2, 0)"
9218,"(3, 1, 3, 2, 4, 4)"
9222,"(2, 0, 3, 3, 4, 4)"
9223,"(2, 2, 3, 0, 4, 3)"
9225,"(2, 0, 0, 4, 0, 4)"
9226,"(3, 1, 4, 3, 1, 3)"
9228,"(3, 2, 1, 4, 0, 2)"
9245,"(2, 2, 2, 2, 0, 2)"
9248,"(4, 2, 1, 1, 4, 3)"
9249,"(0, 4, 2, 0, 4, 3)"
9251,"(3, 4, 1, 2, 1, 4)"
9255,"(3, 3, 3, 4, 2, 2)"
9257,"(4, 2, 0, 3, 4, 0)"
9258,"(2, 4, 1, 2, 1, 2)"
9260,"(4, 2, 3, 0, 3, 2)"
9268,"(3, 3, 4, 4, 3, 2)"
9277,"(4, 2, 3, 3, 3, 3)"
9278,"(3, 2, 2, 1, 4, 2)"
9280,"(3, 0, 2, 3, 1, 4)"
9283,"(3, 1, 0, 0, 3, 4)"
9285,"(3, 2, 1, 4, 3, 3)"
9286,"(3, 4, 3, 0, 2, 3)"
9287,"(4, 4, 4, 3, 4, 2)"
9289,"(4, 4, 0, 4, 3, 0)"
9295,"(2, 4, 2, 3, 0, 2)"
9297,"(0, 2, 4, 2, 4, 4)"
9298,"(4, 3, 0, 2, 0, 2)"
9301,"(3, 0, 4, 2, 2, 0)"
9304,"(2, 0, 4, 2, 4, 3)"
9305,"(4, 1, 2, 2, 2, 4)"
9309,"(4, 0, 3, 1, 0, 3)"
9316,"(0, 0, 4, 4, 1, 3)"
9320,"(0, 2, 3, 4, 0, 3)"
9323,"(4, 2, 1, 0, 4, 2)"
9325,"(4, 3, 4, 0, 2, 2)"
9326,"(3, 0, 3, 4, 1, 4)"
9327,"(2, 0, 3, 4, 0, 2)"
9329,"(0, 3, 3, 0, 0, 2)"
9330,"(2, 1, 0, 4, 3, 2)"
9333,"(2, 3, 4, 0, 2, 4)"
9334,"(2, 3, 2, 1, 3, 3)"
9335,"(3, 2, 0, 1, 4, 2)"
9339,"(4, 1, 4, 4, 1, 4)"
9342,"(2, 2, 2, 4, 0, 2)"
9345,"(4, 4, 3, 4, 4, 2)"
9346,"(4, 2, 1, 3, 4, 3)"
9352,"(4, 3, 3, 2, 1, 4)"
9357,"(4, 4, 3, 4, 0, 4)"
9358,"(2, 0, 0, 3, 2, 4)"
9359,"(3, 1, 3, 3, 1, 4)"
9360,"(3, 3, 2, 4, 0, 2)"
9361,"(4, 2, 4, 4, 0, 4)"
9362,"(3, 2, 1, 3, 2, 2)"
9363,"(4, 3, 2, 1, 2, 4)"
9364,"(4, 3, 0, 2, 3, 3)"
9367,"(3, 0, 3, 3, 3, 2)"
9368,"(2, 0, 3, 3, 2, 0)"
9369,"(4, 0, 0, 0, 4, 4)"
9371,"(3, 0, 2, 4, 2, 3)"
9373,"(3, 2, 2, 3, 3, 2)"
9374,"(2, 3, 2, 3, 0, 2)"
9384,"(2, 4, 1, 4, 2, 0)"
9386,"(4, 3, 3, 1, 2, 2)"
9387,"(4, 1, 3, 0, 4, 2)"
9388,"(2, 0, 4, 1, 4, 2)"
9389,"(3, 0, 0, 4, 0, 0)"
9391,"(3, 2, 0, 0, 2, 2)"
9392,"(3, 0, 2, 0, 4, 0)"
9396,"(0, 4, 1, 4, 3, 3)"
9397,"(4, 0, 1, 4, 2, 0)"
9398,"(4, 3, 4, 3, 0, 4)"
9399,"(4, 4, 3, 3, 2, 2)"
9400,"(2, 0, 1, 1, 4, 4)"
9401,"(4, 3, 2, 0, 3, 2)"
9402,"(0, 3, 1, 0, 1, 2)"
9403,"(3, 3, 1, 0, 2, 2)"
9407,"(4, 2, 4, 3, 2, 2)"
9409,"(0, 2, 3, 3, 0, 2)"
9411,"(4, 0, 3, 3, 3, 4)"
9412,"(3, 2, 4, 2, 0, 0)"
9413,"(0, 3, 0, 3, 0, 3)"
9417,"(4, 1, 2, 4, 2, 4)"
9418,"(3, 4, 0, 1, 3, 4)"
9426,"(0, 3, 1, 3, 1, 3)"
9430,"(4, 2, 1, 2, 3, 2)"
9432,"(4, 2, 2, 2, 4, 0)"
9434,"(2, 4, 3, 2, 2, 3)"
9435,"(3, 2, 2, 2, 1, 2)"
9439,"(3, 1, 1, 3, 2, 4)"
9440,"(3, 3, 0, 4, 1, 2)"
9444,"(2, 0, 1, 3, 1, 3)"
9445,"(4, 3, 4, 2, 2, 2)"
9448,"(2, 3, 4, 2, 2, 0)"
9453,"(4, 0, 4, 0, 3, 3)"
9455,"(2, 0, 4, 0, 2, 2)"
9457,"(2, 0, 0, 2, 2, 3)"
9460,"(3, 1, 3, 2, 1, 3)"
9462,"(4, 4, 1, 3, 2, 0)"
9466,"(3, 2, 0, 3, 0, 4)"
9467,"(4, 0, 4, 3, 4, 0)"
9470,"(2, 4, 4, 3, 4, 2)"
9471,"(2, 3, 1, 2, 3, 4)"
9475,"(4, 2, 3, 4, 2, 2)"
9479,"(4, 1, 4, 0, 3, 3)"
9480,"(4, 3, 2, 3, 1, 4)"
9481,"(2, 2, 4, 0, 4, 2)"
9482,"(4, 0, 0, 2, 4, 0)"
9487,"(2, 0, 2, 4, 0, 3)"
9488,"(4, 0, 1, 3, 4, 4)"
9489,"(0, 0, 1, 0, 0, 4)"
9492,"(3, 0, 0, 3, 3, 4)"
9494,"(3, 4, 4, 1, 2, 3)"
9501,"(3, 3, 4, 3, 1, 0)"
9502,"(4, 1, 4, 3, 3, 4)"
9507,"(2, 0, 2, 0, 2, 0)"
9511,"(3, 2, 4, 1, 3, 4)"
9512,"(2, 2, 0, 2, 4, 3)"
9514,"(2, 4, 2, 0, 4, 3)"
9515,"(4, 1, 0, 2, 4, 4)"
9516,"(2, 0, 1, 3, 4, 4)"
9517,"(2, 2, 3, 2, 0, 3)"
9518,"(4, 3, 2, 2, 3, 2)"
9520,"(3, 3, 2, 3, 2, 2)"
9521,"(0, 3, 1, 2, 1, 2)"
9524,"(3, 2, 1, 2, 4, 2)"
9526,"(4, 0, 2, 0, 4, 3)"
9527,"(0, 3, 4, 1, 0, 4)"
9530,"(2, 3, 1, 4, 4, 3)"
9534,"(1, 4, 2, 1, 1, 2)"
9536,"(3, 0, 1, 4, 2, 4)"
9543,"(4, 3, 0, 2, 4, 4)"
9544,"(4, 0, 2, 4, 4, 4)"
9545,"(0, 4, 0, 1, 0, 2)"
9547,"(2, 3, 2, 0, 3, 4)"
9551,"(2, 3, 3, 3, 3, 2)"
9554,"(2, 2, 4, 3, 2, 4)"
9556,"(2, 4, 0, 0, 3, 4)"
9557,"(2, 2, 0, 4, 1, 2)"
9559,"(2, 0, 3, 1, 4, 3)"
9569,"(2, 0, 2, 4, 3, 4)"
9570,"(2, 0, 0, 4, 1, 3)"
9572,"(2, 3, 3, 2, 0, 0)"
9575,"(3, 4, 2, 1, 3, 3)"
9578,"(2, 0, 1, 1, 2, 0)"
9580,"(4, 1, 2, 3, 4, 4)"
9587,"(4, 0, 1, 2, 4, 3)"
9588,"(2, 0, 0, 0, 3, 0)"
9592,"(3, 4, 4, 0, 2, 2)"
9594,"(0, 3, 0, 3, 1, 4)"
9596,"(2, 2, 4, 2, 3, 2)"
9598,"(4, 1, 4, 2, 3, 3)"
9601,"(3, 3, 4, 2, 4, 4)"
9603,"(3, 3, 0, 3, 3, 2)"
9613,"(0, 2, 4, 4, 0, 4)"
9616,"(4, 1, 1, 2, 0, 2)"
9617,"(4, 4, 3, 2, 2, 3)"
9620,"(2, 2, 3, 1, 0, 2)"
9622,"(3, 4, 4, 3, 2, 3)"
9626,"(0, 4, 3, 1, 2, 4)"
9627,"(4, 2, 2, 3, 3, 2)"
9631,"(0, 3, 4, 0, 0, 3)"
9635,"(4, 0, 3, 4, 3, 3)"
9636,"(2, 0, 2, 2, 2, 0)"
9637,"(2, 3, 1, 3, 4, 2)"
9640,"(4, 1, 0, 4, 3, 4)"
9641,"(2, 2, 2, 3, 3, 4)"
9643,"(3, 0, 1, 3, 2, 3)"
9644,"(4, 1, 0, 3, 4, 0)"
9646,"(4, 3, 0, 1, 4, 3)"
9647,"(4, 0, 2, 3, 4, 3)"
9648,"(4, 0, 4, 4, 1, 0)"
9650,"(2, 0, 0, 4, 4, 4)"
9653,"(3, 2, 1, 4, 4, 2)"
9655,"(2, 3, 1, 2, 1, 0)"
9659,"(3, 0, 0, 4, 4, 2)"
9660,"(4, 1, 0, 3, 0, 2)"
9663,"(4, 0, 4, 2, 2, 2)"
9664,"(0, 0, 2, 2, 3, 0)"
9671,"(4, 0, 0, 3, 2, 0)"
9673,"(3, 0, 4, 3, 2, 3)"
9678,"(0, 4, 1, 4, 0, 2)"
9686,"(3, 4, 2, 0, 3, 2)"
9687,"(2, 1, 1, 2, 4, 0)"
9688,"(2, 1, 1, 2, 3, 4)"
9689,"(4, 1, 3, 3, 0, 2)"
9698,"(2, 2, 2, 2, 0, 4)"
9699,"(4, 3, 1, 2, 3, 3)"
9700,"(0, 0, 2, 3, 4, 3)"
9710,"(4, 0, 4, 1, 4, 0)"
9711,"(4, 1, 0, 2, 2, 0)"
9712,"(2, 1, 2, 0, 2, 3)"
9716,"(3, 3, 3, 4, 2, 4)"
9717,"(4, 2, 0, 3, 4, 2)"
9718,"(0, 1, 0, 1, 2, 1)"
9719,"(2, 4, 1, 2, 1, 4)"
9721,"(4, 2, 3, 0, 3, 4)"
9722,"(2, 0, 0, 2, 3, 0)"
9726,"(4, 1, 4, 4, 2, 3)"
9727,"(3, 3, 4, 4, 3, 4)"
9729,"(4, 4, 2, 4, 0, 3)"
9736,"(4, 0, 2, 4, 2, 0)"
9737,"(2, 1, 2, 3, 2, 4)"
9740,"(3, 0, 0, 0, 4, 0)"
9742,"(4, 2, 3, 3, 0, 0)"
9743,"(3, 1, 0, 2, 3, 0)"
9744,"(3, 2, 3, 2, 0, 3)"
9745,"(4, 1, 0, 3, 3, 3)"
9746,"(3, 2, 2, 1, 4, 4)"
9747,"(2, 2, 1, 4, 4, 2)"
9750,"(2, 2, 4, 3, 0, 0)"
9756,"(2, 2, 1, 0, 1, 3)"
9758,"(3, 4, 1, 1, 3, 4)"
9761,"(4, 4, 4, 3, 4, 4)"
9762,"(4, 4, 0, 4, 3, 2)"
9764,"(1, 0, 1, 1, 1, 3)"
9767,"(4, 4, 3, 1, 2, 4)"
9770,"(2, 4, 2, 3, 0, 4)"
9777,"(3, 0, 4, 2, 2, 2)"
9778,"(3, 2, 4, 0, 0, 2)"
9786,"(0, 2, 3, 4, 4, 3)"
9788,"(0, 2, 2, 2, 2, 3)"
9790,"(3, 0, 1, 1, 3, 0)"
9797,"(0, 3, 3, 0, 4, 2)"
9798,"(3, 3, 4, 2, 2, 0)"
9799,"(3, 0, 2, 2, 3, 4)"
9802,"(4, 3, 1, 1, 3, 2)"
9805,"(4, 2, 1, 0, 4, 4)"
9806,"(2, 1, 1, 4, 3, 0)"
9808,"(2, 4, 0, 4, 3, 0)"
9809,"(3, 3, 0, 1, 2, 0)"
9810,"(4, 3, 4, 0, 2, 4)"
9811,"(2, 0, 3, 4, 0, 4)"
9812,"(4, 1, 2, 4, 3, 3)"
9813,"(0, 3, 3, 0, 0, 4)"
9814,"(2, 1, 0, 4, 3, 4)"
9817,"(4, 1, 1, 2, 1, 3)"
9820,"(2, 1, 0, 3, 4, 0)"
9824,"(3, 2, 0, 1, 4, 4)"
9828,"(2, 2, 2, 4, 0, 4)"
9830,"(4, 4, 3, 4, 4, 4)"
9835,"(2, 2, 2, 3, 1, 0)"
9836,"(3, 3, 2, 4, 4, 2)"
9841,"(4, 4, 0, 0, 3, 0)"
9842,"(2, 1, 2, 2, 2, 3)"
9843,"(3, 2, 2, 0, 3, 3)"
9846,"(4, 2, 3, 1, 3, 0)"
9848,"(3, 3, 2, 4, 0, 4)"
9850,"(3, 2, 1, 3, 2, 4)"
9852,"(3, 0, 3, 3, 3, 4)"
9853,"(2, 0, 3, 3, 2, 2)"
9856,"(3, 4, 1, 0, 3, 3)"
9859,"(3, 2, 2, 3, 3, 4)"
9860,"(2, 3, 2, 3, 0, 4)"
9862,"(2, 4, 4, 4, 2, 0)"
9863,"(2, 3, 1, 2, 4, 3)"
9865,"(4, 1, 2, 3, 1, 3)"
9866,"(4, 3, 0, 1, 0, 3)"
9868,"(4, 3, 3, 1, 2, 4)"
9869,"(2, 1, 0, 2, 1, 4)"
9870,"(2, 0, 4, 1, 4, 4)"
9871,"(3, 2, 0, 0, 2, 4)"
9876,"(4, 0, 1, 4, 2, 2)"
9878,"(4, 4, 3, 3, 2, 4)"
9879,"(4, 3, 2, 0, 3, 4)"
9882,"(0, 3, 1, 0, 1, 4)"
9884,"(2, 1, 4, 4, 2, 3)"
9885,"(3, 3, 1, 0, 2, 4)"
9886,"(4, 4, 3, 2, 3, 0)"
9887,"(4, 2, 4, 3, 2, 4)"
9890,"(0, 2, 3, 3, 0, 4)"
9894,"(2, 1, 1, 4, 2, 3)"
9895,"(4, 2, 4, 2, 3, 0)"
9898,"(3, 2, 4, 2, 0, 2)"
9902,"(3, 2, 4, 1, 4, 3)"
9904,"(2, 3, 3, 4, 3, 3)"
9915,"(4, 2, 1, 2, 3, 4)"
9916,"(4, 2, 2, 2, 4, 2)"
9917,"(3, 2, 2, 2, 1, 4)"
9918,"(3, 4, 0, 0, 0, 4)"
9919,"(4, 1, 0, 4, 0, 3)"
9921,"(2, 2, 2, 3, 0, 3)"
9922,"(3, 3, 0, 4, 1, 4)"
9923,"(3, 2, 2, 1, 2, 0)"
9926,"(4, 3, 4, 2, 2, 4)"
9930,"(0, 4, 0, 3, 4, 0)"
9931,"(2, 1, 3, 2, 2, 2)"
9933,"(4, 2, 3, 1, 2, 3)"
9934,"(2, 0, 4, 0, 2, 4)"
9935,"(3, 4, 3, 4, 4, 0)"
9936,"(4, 4, 4, 3, 2, 0)"
9941,"(3, 2, 0, 3, 4, 4)"
9942,"(3, 0, 3, 2, 2, 3)"
9944,"(4, 4, 1, 3, 2, 2)"
9952,"(4, 0, 4, 3, 4, 2)"
9953,"(3, 1, 1, 2, 4, 0)"
9955,"(4, 1, 2, 2, 0, 2)"
9956,"(0, 3, 2, 4, 4, 4)"
9957,"(2, 4, 4, 3, 4, 4)"
9959,"(2, 3, 3, 3, 0, 3)"
9960,"(4, 2, 3, 4, 2, 4)"
9967,"(4, 3, 3, 0, 2, 3)"
9968,"(2, 0, 1, 2, 3, 3)"
9971,"(2, 3, 4, 1, 4, 0)"
9980,"(2, 0, 0, 1, 4, 3)"
9982,"(3, 1, 0, 4, 3, 2)"
9984,"(2, 1, 4, 3, 2, 2)"
9989,"(4, 0, 3, 2, 0, 0)"
9990,"(4, 3, 3, 3, 3, 0)"
9991,"(2, 0, 2, 0, 2, 2)"
9992,"(2, 3, 4, 0, 0, 2)"
9993,"(3, 3, 1, 4, 4, 3)"
9998,"(3, 2, 0, 2, 2, 4)"
10000,"(3, 3, 4, 4, 0, 3)"
10004,"(2, 2, 3, 3, 4, 0)"
10005,"(2, 4, 3, 1, 2, 0)"
10008,"(4, 3, 2, 2, 3, 4)"
10013,"(2, 3, 4, 4, 0, 3)"
10018,"(2, 0, 2, 3, 2, 3)"
10019,"(2, 4, 4, 1, 3, 0)"
10020,"(4, 2, 3, 2, 1, 0)"
10021,"(2, 3, 0, 3, 0, 3)"
10022,"(3, 2, 1, 3, 0, 0)"
10023,"(4, 3, 4, 1, 2, 3)"
10030,"(2, 1, 4, 2, 4, 0)"
10031,"(0, 4, 0, 1, 0, 4)"
10034,"(2, 3, 3, 3, 3, 4)"
10035,"(2, 3, 1, 3, 1, 3)"
10038,"(4, 3, 4, 4, 2, 0)"
10039,"(3, 0, 3, 1, 2, 2)"
10040,"(4, 2, 1, 4, 3, 4)"
10044,"(2, 3, 3, 2, 4, 0)"
10046,"(2, 2, 0, 4, 1, 4)"
10049,"(3, 0, 1, 0, 4, 3)"
10050,"(2, 0, 4, 2, 2, 0)"
10055,"(4, 0, 0, 4, 2, 3)"
10059,"(4, 1, 2, 1, 0, 1)"
10061,"(0, 1, 2, 0, 0, 0)"
10063,"(2, 3, 3, 2, 0, 2)"
10065,"(4, 1, 0, 0, 2, 2)"
10066,"(2, 0, 1, 1, 2, 2)"
10069,"(4, 2, 4, 3, 0, 0)"
10071,"(4, 0, 1, 2, 1, 0)"
10075,"(2, 0, 0, 0, 3, 2)"
10079,"(3, 1, 1, 4, 4, 0)"
10080,"(3, 4, 4, 0, 2, 4)"
10081,"(3, 4, 2, 0, 0, 3)"
10084,"(2, 2, 4, 2, 3, 4)"
10085,"(4, 1, 4, 2, 0, 0)"
10086,"(1, 4, 0, 1, 1, 0)"
10090,"(3, 3, 0, 3, 3, 4)"
10091,"(2, 4, 2, 1, 3, 2)"
10093,"(2, 3, 1, 0, 4, 3)"
10095,"(2, 3, 4, 3, 4, 0)"
10097,"(4, 2, 1, 3, 1, 4)"
10098,"(2, 0, 0, 3, 3, 3)"
10100,"(2, 3, 3, 1, 2, 0)"
10101,"(4, 2, 3, 0, 4, 3)"
10105,"(4, 2, 4, 4, 1, 3)"
10107,"(4, 3, 2, 1, 3, 3)"
10109,"(3, 3, 2, 2, 2, 3)"
10112,"(3, 2, 0, 4, 2, 0)"
10114,"(4, 0, 3, 4, 0, 0)"
10115,"(3, 3, 1, 4, 1, 0)"
10116,"(3, 0, 0, 1, 4, 3)"
10117,"(2, 0, 2, 2, 2, 2)"
10120,"(3, 1, 0, 3, 3, 3)"
10121,"(4, 3, 2, 4, 3, 0)"
10122,"(2, 3, 1, 3, 4, 4)"
10126,"(4, 1, 0, 3, 4, 2)"
10127,"(2, 4, 3, 3, 2, 0)"
10129,"(4, 0, 4, 4, 1, 2)"
10130,"(2, 2, 1, 0, 2, 2)"
10133,"(3, 2, 1, 4, 4, 4)"
10136,"(2, 3, 1, 2, 1, 2)"
10137,"(0, 0, 0, 4, 3, 4)"
10138,"(0, 4, 3, 3, 3, 3)"
10139,"(4, 1, 0, 3, 0, 4)"
10140,"(3, 0, 0, 4, 4, 4)"
10141,"(4, 0, 4, 2, 2, 4)"
10143,"(2, 2, 0, 3, 1, 3)"
10147,"(0, 1, 2, 4, 2, 2)"
10150,"(4, 0, 0, 3, 2, 2)"
10160,"(4, 0, 3, 3, 4, 3)"
10161,"(0, 4, 3, 0, 4, 4)"
10168,"(3, 4, 2, 0, 3, 4)"
10170,"(2, 3, 3, 4, 4, 0)"
10172,"(4, 1, 3, 3, 0, 4)"
10173,"(4, 3, 3, 4, 0, 0)"
10175,"(0, 0, 1, 2, 3, 3)"
10176,"(2, 0, 4, 4, 2, 0)"
10177,"(3, 0, 1, 2, 4, 3)"
10189,"(1, 3, 0, 1, 1, 0)"
10191,"(2, 3, 3, 4, 0, 2)"
10195,"(2, 2, 3, 4, 1, 0)"
10196,"(2, 3, 1, 1, 3, 0)"
10198,"(4, 0, 4, 1, 4, 2)"
10200,"(4, 1, 0, 2, 2, 2)"
10203,"(3, 3, 0, 2, 3, 3)"
10206,"(3, 4, 4, 2, 2, 0)"
10207,"(4, 2, 0, 3, 4, 4)"
10211,"(2, 0, 0, 2, 3, 2)"
10220,"(3, 0, 3, 0, 4, 2)"
10222,"(3, 3, 1, 4, 0, 3)"
